claim_id,policy_id,insured_name,line_of_business,loss_date,loss_type,claim_status,reserve_amount,paid_amount,adjuster_notes,litigation_flag,pii_flag,data_sensitivity,source_system,created_timestamp,updated_timestamp,created_by,updated_by
CLM-000376,POL-000056,"Brown, Donovan and Jones",Commercial Property,2024-09-11,Hail,Denied,134061.47,19774.32,Coverage review in progress. Adjuster evaluating damages related to Hail.,False,False,internal,claims_core_system,2024-09-20T15:49:58.162149,2024-12-07T15:49:58.162149,claims_adjuster_002,claims_manager_001
CLM-000377,POL-000014,"Arnold, Wilson and Murray",Umbrella,2025-08-26,General Liability,Litigation,146475.16,63843.29,Pending supervisor review due to complexity of General Liability claim.,False,False,confidential,fnol_portal,2025-08-28T15:49:58.162149,2025-10-03T15:49:58.162149,claims_manager_001,claims_adjuster_001
CLM-000378,POL-000194,Porter and Sons,Commercial Auto,2024-04-17,Auto Liability,Litigation,278553.2,203820.52,Pending supervisor review due to complexity of Auto Liability claim.,True,True,confidential,adjuster_workbench,2024-04-23T15:49:58.162149,2024-06-16T15:49:58.162149,claims_adjuster_001,claims_manager_001
CLM-000379,POL-000054,Jones-Brown,Commercial Property,2025-07-18,Hail,Denied,248254.41,8470.62,Additional documentation requested from insured regarding Hail.,False,False,restricted,fnol_portal,2025-07-25T15:49:58.162149,2025-10-22T15:49:58.162149,claims_adjuster_002,claims_adjuster_001
CLM-000380,POL-000018,"Hensley, Brown and Williams",Umbrella,2024-10-07,General Liability,Litigation,44886.14,33283.65,Initial review completed for General Liability. Claim status is currently Litigation.,True,False,confidential,adjuster_workbench,2024-10-16T15:49:58.162149,2025-01-13T15:49:58.162149,claims_manager_001,claims_adjuster_001
CLM-000381,POL-000157,Briggs Ltd,General Liability,2024-01-28,Property Damage,Pending Documents,12542.79,3965.19,Additional documentation requested from insured regarding Property Damage.,False,True,internal,fnol_portal,2024-01-28T15:49:58.162149,2024-03-02T15:49:58.162149,claims_adjuster_001,claims_manager_001
CLM-000382,POL-000197,Hunter LLC,Commercial Property,2024-01-10,Water Damage,Litigation,145880.63,27811.98,Pending supervisor review due to complexity of Water Damage claim.,True,True,confidential,fnol_portal,2024-01-15T15:49:58.162149,2024-02-06T15:49:58.162149,claims_adjuster_002,claims_adjuster_001
CLM-000383,POL-000209,Pena and Sons,Workers Compensation,2025-05-05,Water Damage,Litigation,492065.3,15984.8,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,True,confidential,adjuster_workbench,2025-05-14T15:49:58.162149,2025-06-19T15:49:58.162149,claims_manager_001,claims_adjuster_001
CLM-000384,POL-000049,Heath LLC,Commercial Property,2025-09-26,Auto Liability,Litigation,96016.25,62637.83,Pending supervisor review due to complexity of Auto Liability claim.,False,False,internal,adjuster_workbench,2025-09-27T15:49:58.162149,2025-12-14T15:49:58.162149,claims_adjuster_002,claims_adjuster_002
CLM-000385,POL-000195,Singh-Phelps,General Liability,2024-04-17,Water Damage,In Review,384977.76,324642.07,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,confidential,fnol_portal,2024-04-26T15:49:58.162149,2024-06-30T15:49:58.162149,claims_adjuster_001,claims_adjuster_001
CLM-000386,POL-000033,"Hayden, Ford and Davis",Commercial Property,2024-09-06,Workers Compensation,In Review,50649.6,9823.27,Pending supervisor review due to complexity of Workers Compensation claim.,False,True,restricted,adjuster_workbench,2024-09-10T15:49:58.162149,2024-12-29T15:49:58.162149,claims_adjuster_001,claims_adjuster_002
CLM-000387,POL-000012,"Grant, Gregory and Harrington",Commercial Property,2024-06-25,Auto Liability,Litigation,492614.56,208034.95,Pending supervisor review due to complexity of Auto Liability claim.,True,False,confidential,fnol_portal,2024-07-01T15:49:58.164156,2024-09-27T15:49:58.164156,claims_adjuster_002,claims_adjuster_002
CLM-000388,POL-000245,"Jimenez, Bradley and Gonzales",Commercial Auto,2023-12-09,Windstorm,Open,486375.31,416216.76,Claim file updated after inspection. Current status: Open.,False,False,restricted,adjuster_workbench,2023-12-15T15:49:58.164156,2024-04-10T15:49:58.164156,claims_manager_001,claims_adjuster_002
CLM-000389,POL-000259,"Fernandez, Myers and Gaines",General Liability,2023-12-17,Water Damage,Pending Documents,115493.32,21639.25,Initial review completed for Water Damage. Claim status is currently Pending Documents.,False,False,restricted,claims_core_system,2023-12-22T15:49:58.164156,2024-03-20T15:49:58.164156,claims_adjuster_001,claims_adjuster_001
CLM-000390,POL-000088,Wolf-Stephens,General Liability,2025-01-14,Fire,Litigation,450193.86,183165.2,Claim file updated after inspection. Current status: Litigation.,True,False,internal,fnol_portal,2025-01-21T15:49:58.164156,2025-02-01T15:49:58.164156,claims_adjuster_001,claims_adjuster_002
CLM-000391,POL-000081,Ryan Inc,Umbrella,2026-02-05,Hail,Pending Documents,172020.92,73843.24,Pending supervisor review due to complexity of Hail claim.,False,True,internal,adjuster_workbench,2026-02-07T15:49:58.164156,2026-05-07T15:49:58.164156,claims_adjuster_001,claims_adjuster_002
CLM-000392,POL-000234,Sullivan Inc,Commercial Property,2025-01-20,Water Damage,Closed,98546.22,6420.47,Pending supervisor review due to complexity of Water Damage claim.,False,True,restricted,claims_core_system,2025-01-21T15:49:58.164156,2025-05-06T15:49:58.164156,claims_adjuster_001,claims_manager_001
CLM-000393,POL-000060,Osborne-Carroll,General Liability,2024-01-18,Auto Liability,Litigation,461834.16,217874.48,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,True,True,restricted,adjuster_workbench,2024-01-23T15:49:58.164156,2024-03-02T15:49:58.164156,claims_adjuster_001,claims_adjuster_001
CLM-000394,POL-000137,"Ferrell, Wilkerson and Nichols",General Liability,2023-11-23,Hail,Litigation,450129.19,159879.8,Claim file updated after inspection. Current status: Litigation.,True,True,confidential,claims_core_system,2023-12-01T15:49:58.164156,2024-03-03T15:49:58.164156,claims_adjuster_002,claims_manager_001
CLM-000395,POL-000122,Thomas LLC,Workers Compensation,2025-01-18,Fire,Litigation,451129.97,52767.43,Pending supervisor review due to complexity of Fire claim.,True,True,restricted,claims_core_system,2025-01-19T15:49:58.164156,2025-05-17T15:49:58.164156,claims_manager_001,claims_manager_001
CLM-000396,POL-000204,Alvarado Inc,Umbrella,2024-10-27,Property Damage,Litigation,65224.6,48567.76,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2024-11-06T15:49:58.164156,2025-01-11T15:49:58.164156,claims_manager_001,claims_adjuster_001
CLM-000397,POL-000128,Haney Inc,General Liability,2026-03-11,Hail,Litigation,499448.98,321645.14,Coverage review in progress. Adjuster evaluating damages related to Hail.,True,True,restricted,adjuster_workbench,2026-03-21T15:49:58.164156,2026-03-30T15:49:58.164156,claims_adjuster_002,claims_adjuster_001
CLM-000398,POL-000272,Vasquez-Bond,Commercial Property,2025-12-08,Workers Compensation,Litigation,176219.54,47616.9,Claim file updated after inspection. Current status: Litigation.,True,True,restricted,adjuster_workbench,2025-12-09T15:49:58.164156,2026-01-17T15:49:58.164156,claims_manager_001,claims_adjuster_002
CLM-000399,POL-000134,Solis Group,General Liability,2025-02-26,Water Damage,Litigation,453052.96,363991.59,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,True,False,restricted,claims_core_system,2025-03-03T15:49:58.164156,2025-04-26T15:49:58.164156,claims_adjuster_002,claims_adjuster_002
CLM-000400,POL-000259,"Brooks, Roman and Fox",Commercial Property,2025-09-10,Auto Liability,Litigation,75377.73,44564.04,Additional documentation requested from insured regarding Auto Liability.,True,True,restricted,claims_core_system,2025-09-10T15:49:58.164156,2025-10-27T15:49:58.164156,claims_adjuster_001,claims_manager_001
CLM-000401,POL-000117,"Velasquez, Porter and Schultz",Commercial Property,2024-03-03,Windstorm,Litigation,17547.55,15080.34,Initial review completed for Windstorm. Claim status is currently Litigation.,False,False,restricted,claims_core_system,2024-03-06T15:49:58.164156,2024-06-15T15:49:58.164156,claims_adjuster_001,claims_adjuster_002
CLM-000402,POL-000285,Moran Group,General Liability,2025-06-10,Water Damage,Litigation,285869.21,116614.01,Initial review completed for Water Damage. Claim status is currently Litigation.,False,False,internal,claims_core_system,2025-06-15T15:49:58.166164,2025-06-30T15:49:58.166164,claims_manager_001,claims_adjuster_002
CLM-000403,POL-000203,Mcfarland-Knight,Commercial Property,2025-10-12,Fire,Litigation,256770.32,21899.29,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,claims_core_system,2025-10-13T15:49:58.166164,2025-11-19T15:49:58.166164,claims_manager_001,claims_adjuster_002
CLM-000404,POL-000090,"Cook, Green and Stevenson",Umbrella,2024-01-17,Water Damage,Denied,407318.3,122927.94,Initial review completed for Water Damage. Claim status is currently Denied.,False,False,confidential,claims_core_system,2024-01-22T15:49:58.166164,2024-02-26T15:49:58.166164,claims_adjuster_001,claims_adjuster_002
CLM-000405,POL-000015,Green-Alvarado,Umbrella,2025-03-14,Theft,Closed,39707.89,23860.92,Pending supervisor review due to complexity of Theft claim.,False,True,restricted,claims_core_system,2025-03-20T15:49:58.166164,2025-07-12T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000406,POL-000274,"Lutz, Wilson and Perry",General Liability,2025-05-30,General Liability,Pending Documents,160547.57,42709.42,Pending supervisor review due to complexity of General Liability claim.,False,False,confidential,claims_core_system,2025-06-03T15:49:58.166164,2025-06-16T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000407,POL-000063,Ingram-Smith,Commercial Property,2024-02-22,Auto Liability,Open,99397.94,11827.94,Additional documentation requested from insured regarding Auto Liability.,False,False,internal,claims_core_system,2024-03-03T15:49:58.166164,2024-04-15T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000408,POL-000107,Lopez-Allen,Umbrella,2025-01-30,Hail,In Review,283920.04,20128.15,Claim file updated after inspection. Current status: In Review.,False,False,restricted,adjuster_workbench,2025-01-31T15:49:58.166164,2025-04-27T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000409,POL-000196,Smith Group,Commercial Auto,2024-11-19,Windstorm,Litigation,306535.5,265807.69,Initial review completed for Windstorm. Claim status is currently Litigation.,False,True,confidential,adjuster_workbench,2024-11-19T15:49:58.166164,2025-01-01T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000410,POL-000084,Erickson Ltd,General Liability,2024-05-16,Workers Compensation,Open,320453.0,198675.1,Additional documentation requested from insured regarding Workers Compensation.,False,True,internal,fnol_portal,2024-05-16T15:49:58.166164,2024-07-31T15:49:58.166164,claims_adjuster_002,claims_adjuster_001
CLM-000411,POL-000046,Henderson-Patel,Umbrella,2025-09-27,Theft,Closed,407782.31,241847.68,Initial review completed for Theft. Claim status is currently Closed.,False,False,restricted,claims_core_system,2025-10-07T15:49:58.166164,2025-11-26T15:49:58.166164,claims_manager_001,claims_adjuster_002
CLM-000412,POL-000151,"Hayes, Boyd and Clarke",General Liability,2025-09-17,Auto Liability,Litigation,112412.41,88457.38,Additional documentation requested from insured regarding Auto Liability.,True,True,internal,claims_core_system,2025-09-21T15:49:58.166164,2025-12-15T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000413,POL-000259,"Jackson, Reeves and Velazquez",Commercial Auto,2026-03-04,Windstorm,Open,29357.47,20818.37,Initial review completed for Windstorm. Claim status is currently Open.,False,True,confidential,adjuster_workbench,2026-03-06T15:49:58.166164,2026-06-01T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000414,POL-000053,"Orr, Brock and Rocha",Umbrella,2025-12-31,Fire,Litigation,57545.54,48872.96,Initial review completed for Fire. Claim status is currently Litigation.,True,True,restricted,fnol_portal,2026-01-05T15:49:58.166164,2026-03-30T15:49:58.166164,claims_adjuster_002,claims_adjuster_002
CLM-000415,POL-000038,Hanson-Richardson,Umbrella,2025-04-29,Hail,In Review,107451.56,105412.39,Pending supervisor review due to complexity of Hail claim.,False,False,internal,fnol_portal,2025-04-29T15:49:58.166164,2025-06-09T15:49:58.166164,claims_manager_001,claims_adjuster_002
CLM-000416,POL-000108,Gordon-Lewis,Commercial Auto,2026-01-23,General Liability,Litigation,108943.36,96069.87,Additional documentation requested from insured regarding General Liability.,True,False,internal,claims_core_system,2026-01-25T15:49:58.166164,2026-04-23T15:49:58.166164,claims_adjuster_001,claims_adjuster_001
CLM-000417,POL-000134,Jimenez PLC,Commercial Auto,2024-04-28,General Liability,Litigation,421668.33,376460.0,Initial review completed for General Liability. Claim status is currently Litigation.,True,True,confidential,claims_core_system,2024-05-05T15:49:58.166164,2024-07-17T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000418,POL-000223,Gardner Inc,Umbrella,2025-08-23,Auto Liability,Litigation,263718.32,167557.37,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,fnol_portal,2025-09-01T15:49:58.166164,2025-12-28T15:49:58.166164,claims_manager_001,claims_adjuster_002
CLM-000419,POL-000061,Martin-Porter,Commercial Auto,2023-12-02,Hail,Litigation,39893.4,27866.59,Additional documentation requested from insured regarding Hail.,True,True,confidential,adjuster_workbench,2023-12-07T15:49:58.166164,2024-02-17T15:49:58.166164,claims_manager_001,claims_adjuster_001
CLM-000420,POL-000276,Freeman-Jones,Workers Compensation,2024-02-28,Hail,Litigation,305991.33,217948.94,Coverage review in progress. Adjuster evaluating damages related to Hail.,False,True,internal,claims_core_system,2024-03-06T15:49:58.166164,2024-04-10T15:49:58.166164,claims_adjuster_001,claims_adjuster_002
CLM-000421,POL-000036,Martinez Ltd,Commercial Property,2025-06-26,Fire,In Review,28272.9,13376.75,Claim file updated after inspection. Current status: In Review.,False,True,restricted,claims_core_system,2025-07-01T15:49:58.166164,2025-10-01T15:49:58.166164,claims_adjuster_002,claims_manager_001
CLM-000422,POL-000251,Whitehead Group,Workers Compensation,2025-02-10,Auto Liability,Denied,77928.69,5601.98,Pending supervisor review due to complexity of Auto Liability claim.,False,False,confidential,fnol_portal,2025-02-11T15:49:58.166164,2025-04-22T15:49:58.166164,claims_adjuster_001,claims_adjuster_002
CLM-000423,POL-000229,"Martinez, Harper and Brown",Umbrella,2026-01-25,Water Damage,Litigation,419132.11,158608.24,Pending supervisor review due to complexity of Water Damage claim.,True,True,restricted,adjuster_workbench,2026-01-29T15:49:58.166164,2026-03-05T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000424,POL-000171,"Johnson, Miller and Parrish",Workers Compensation,2025-11-01,General Liability,Closed,106716.2,105650.76,Additional documentation requested from insured regarding General Liability.,False,True,internal,fnol_portal,2025-11-11T15:49:58.166164,2026-03-08T15:49:58.166164,claims_adjuster_002,claims_adjuster_001
CLM-000425,POL-000201,"Gray, Ramos and Richmond",Commercial Auto,2024-02-08,Property Damage,Pending Documents,259063.25,139590.87,Claim file updated after inspection. Current status: Pending Documents.,False,False,confidential,claims_core_system,2024-02-08T15:49:58.166164,2024-02-14T15:49:58.166164,claims_adjuster_002,claims_manager_001
CLM-000426,POL-000048,Kennedy-Luna,Umbrella,2025-07-03,Auto Liability,Closed,398619.59,375472.39,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,True,restricted,claims_core_system,2025-07-10T15:49:58.166164,2025-09-14T15:49:58.166164,claims_manager_001,claims_adjuster_001
CLM-000427,POL-000116,"Delacruz, Shaw and Henderson",Workers Compensation,2025-02-12,Fire,Closed,366759.62,365554.47,Additional documentation requested from insured regarding Fire.,False,True,restricted,claims_core_system,2025-02-12T15:49:58.166164,2025-04-21T15:49:58.166164,claims_adjuster_002,claims_adjuster_001
CLM-000428,POL-000066,"Webb, Bradley and Nelson",Commercial Auto,2025-05-31,Fire,Litigation,272273.82,4680.37,Coverage review in progress. Adjuster evaluating damages related to Fire.,True,True,internal,fnol_portal,2025-05-31T15:49:58.166164,2025-09-21T15:49:58.166164,claims_adjuster_002,claims_manager_001
CLM-000429,POL-000259,"Humphrey, Garcia and Martin",Workers Compensation,2026-03-22,Windstorm,Denied,209154.73,102704.26,Initial review completed for Windstorm. Claim status is currently Denied.,False,True,restricted,adjuster_workbench,2026-03-25T15:49:58.166164,2026-04-02T15:49:58.166164,claims_adjuster_002,claims_manager_001
CLM-000430,POL-000221,Gonzalez and Sons,Umbrella,2024-01-02,Auto Liability,Open,109405.12,86287.97,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,False,restricted,fnol_portal,2024-01-04T15:49:58.166164,2024-02-28T15:49:58.166164,claims_manager_001,claims_adjuster_001
CLM-000431,POL-000188,Poole-Esparza,Umbrella,2026-03-28,Workers Compensation,Litigation,303830.3,255853.09,Pending supervisor review due to complexity of Workers Compensation claim.,False,False,confidential,adjuster_workbench,2026-04-03T15:49:58.166164,2026-07-16T15:49:58.166164,claims_manager_001,claims_manager_001
CLM-000432,POL-000042,"Jordan, Potter and Bryan",General Liability,2024-05-23,General Liability,Denied,50026.25,42559.76,Pending supervisor review due to complexity of General Liability claim.,False,False,restricted,adjuster_workbench,2024-05-31T15:49:58.166164,2024-06-20T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000433,POL-000095,"King, Farrell and Berger",Umbrella,2024-04-26,Fire,Denied,180520.57,53442.89,Pending supervisor review due to complexity of Fire claim.,False,False,restricted,claims_core_system,2024-04-29T15:49:58.166164,2024-05-22T15:49:58.166164,claims_adjuster_001,claims_adjuster_002
CLM-000434,POL-000163,Rice-Chung,Commercial Property,2025-09-09,Hail,Litigation,112128.73,60349.43,Pending supervisor review due to complexity of Hail claim.,False,False,confidential,claims_core_system,2025-09-19T15:49:58.166164,2025-11-14T15:49:58.166164,claims_adjuster_002,claims_adjuster_001
CLM-000435,POL-000227,Zamora and Sons,Umbrella,2024-10-07,Property Damage,Denied,289392.7,35826.02,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,True,internal,claims_core_system,2024-10-15T15:49:58.166164,2024-12-28T15:49:58.166164,claims_adjuster_001,claims_manager_001
CLM-000436,POL-000082,Soto-Strong,Umbrella,2025-05-13,Windstorm,Litigation,390511.1,316810.34,Initial review completed for Windstorm. Claim status is currently Litigation.,True,True,internal,claims_core_system,2025-05-14T15:49:58.166164,2025-06-29T15:49:58.166164,claims_adjuster_002,claims_adjuster_002
CLM-000437,POL-000137,"Pittman, Solomon and Harris",Commercial Auto,2025-03-13,Auto Liability,Litigation,358025.57,151594.64,Initial review completed for Auto Liability. Claim status is currently Litigation.,True,False,restricted,claims_core_system,2025-03-16T15:49:58.166164,2025-07-14T15:49:58.166164,claims_adjuster_001,claims_adjuster_001
CLM-000438,POL-000065,Abbott PLC,Commercial Auto,2024-02-15,Workers Compensation,Denied,121252.61,114869.54,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,False,confidential,adjuster_workbench,2024-02-16T15:49:58.166164,2024-04-22T15:49:58.166164,claims_adjuster_001,claims_adjuster_001
CLM-000439,POL-000009,Ford LLC,General Liability,2024-08-28,Windstorm,Pending Documents,72653.0,28721.3,Coverage review in progress. Adjuster evaluating damages related to Windstorm.,False,False,restricted,claims_core_system,2024-08-28T15:49:58.171016,2024-12-16T15:49:58.171016,claims_adjuster_002,claims_manager_001
CLM-000440,POL-000280,Mcclure-Keith,General Liability,2025-09-23,Windstorm,Litigation,214602.89,112951.61,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2025-09-28T15:49:58.171016,2025-12-14T15:49:58.171016,claims_adjuster_001,claims_adjuster_002
CLM-000441,POL-000203,"Hernandez, Graham and Lee",Umbrella,2026-01-29,Theft,Litigation,433476.03,362173.26,Claim file updated after inspection. Current status: Litigation.,False,False,internal,fnol_portal,2026-02-01T15:49:58.171016,2026-02-24T15:49:58.171016,claims_adjuster_002,claims_adjuster_002
CLM-000442,POL-000259,Hardy PLC,Commercial Property,2025-11-16,Property Damage,In Review,41565.87,9280.68,Initial review completed for Property Damage. Claim status is currently In Review.,False,True,internal,claims_core_system,2025-11-25T15:49:58.171016,2026-02-15T15:49:58.171016,claims_adjuster_002,claims_adjuster_002
CLM-000443,POL-000160,Johnson-Mcneil,Umbrella,2024-07-14,Workers Compensation,Litigation,354758.77,332812.6,Initial review completed for Workers Compensation. Claim status is currently Litigation.,True,True,confidential,adjuster_workbench,2024-07-18T15:49:58.171016,2024-07-29T15:49:58.171016,claims_adjuster_002,claims_adjuster_002
CLM-000444,POL-000280,Barrera-Robertson,Workers Compensation,2024-12-05,Fire,Open,170833.24,141870.89,Initial review completed for Fire. Claim status is currently Open.,False,True,internal,fnol_portal,2024-12-10T15:49:58.171016,2025-02-01T15:49:58.171016,claims_manager_001,claims_adjuster_002
CLM-000445,POL-000070,Myers Inc,Umbrella,2025-03-04,Windstorm,Pending Documents,185624.65,104171.65,Pending supervisor review due to complexity of Windstorm claim.,False,True,internal,claims_core_system,2025-03-08T15:49:58.171016,2025-06-18T15:49:58.171016,claims_adjuster_001,claims_adjuster_002
CLM-000446,POL-000183,"Yu, Lee and Miller",Commercial Property,2024-08-26,Fire,Litigation,87411.22,4988.33,Coverage review in progress. Adjuster evaluating damages related to Fire.,True,True,restricted,adjuster_workbench,2024-08-30T15:49:58.172028,2024-11-25T15:49:58.172028,claims_manager_001,claims_adjuster_001
CLM-000447,POL-000282,Collins-Pearson,General Liability,2026-03-24,Property Damage,Closed,289348.77,142958.79,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,confidential,fnol_portal,2026-04-03T15:49:58.172028,2026-04-15T15:49:58.172028,claims_manager_001,claims_manager_001
CLM-000448,POL-000238,King Inc,Umbrella,2024-09-06,Fire,Closed,52171.89,15799.71,Pending supervisor review due to complexity of Fire claim.,False,False,confidential,claims_core_system,2024-09-06T15:49:58.172028,2024-12-19T15:49:58.172028,claims_adjuster_001,claims_adjuster_001
CLM-000449,POL-000159,"Bennett, Cook and Barnett",Commercial Auto,2025-04-13,Fire,Closed,223029.11,25875.67,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,False,confidential,claims_core_system,2025-04-16T15:49:58.172480,2025-07-04T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000450,POL-000248,Gross Inc,General Liability,2025-08-03,Windstorm,Litigation,300323.1,148064.44,Additional documentation requested from insured regarding Windstorm.,True,False,restricted,fnol_portal,2025-08-12T15:49:58.172480,2025-08-13T15:49:58.172480,claims_adjuster_002,claims_adjuster_002
CLM-000451,POL-000152,"Smith, Hardin and Miller",Workers Compensation,2024-03-09,Theft,Litigation,411281.61,287429.77,Pending supervisor review due to complexity of Theft claim.,False,True,internal,adjuster_workbench,2024-03-13T15:49:58.172480,2024-04-25T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000452,POL-000111,Gregory Group,Commercial Property,2024-08-14,Theft,Closed,94694.61,87140.74,Additional documentation requested from insured regarding Theft.,False,False,internal,adjuster_workbench,2024-08-20T15:49:58.172480,2024-09-28T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000453,POL-000110,Walker-Perkins,Workers Compensation,2025-12-25,Windstorm,Pending Documents,41417.89,37701.35,Additional documentation requested from insured regarding Windstorm.,False,False,internal,adjuster_workbench,2026-01-01T15:49:58.172480,2026-02-12T15:49:58.172480,claims_manager_001,claims_manager_001
CLM-000454,POL-000101,Cummings-Proctor,General Liability,2025-08-06,Workers Compensation,Open,299926.17,117405.99,Additional documentation requested from insured regarding Workers Compensation.,False,True,internal,adjuster_workbench,2025-08-12T15:49:58.172480,2025-11-13T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000455,POL-000060,Rose-Franklin,Workers Compensation,2024-08-16,Windstorm,Litigation,89447.42,52666.98,Pending supervisor review due to complexity of Windstorm claim.,False,False,internal,claims_core_system,2024-08-16T15:49:58.172480,2024-08-30T15:49:58.172480,claims_adjuster_002,claims_adjuster_002
CLM-000456,POL-000159,"Owens, Marshall and Lopez",Commercial Auto,2025-10-28,Theft,Litigation,208935.82,86752.19,Pending supervisor review due to complexity of Theft claim.,True,True,restricted,claims_core_system,2025-11-05T15:49:58.172480,2025-11-23T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000457,POL-000058,Crawford LLC,Workers Compensation,2025-01-29,Fire,Open,381059.06,289767.17,Claim file updated after inspection. Current status: Open.,False,False,confidential,adjuster_workbench,2025-02-05T15:49:58.172480,2025-05-07T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000458,POL-000208,Garcia-Bradford,Commercial Property,2026-03-20,Windstorm,In Review,95840.75,78083.17,Pending supervisor review due to complexity of Windstorm claim.,False,False,internal,fnol_portal,2026-03-30T15:49:58.172480,2026-07-15T15:49:58.172480,claims_manager_001,claims_adjuster_002
CLM-000459,POL-000087,Ayers-Brown,Umbrella,2024-06-15,Property Damage,Litigation,46196.65,13019.55,Coverage review in progress. Adjuster evaluating damages related to Property Damage.,False,False,restricted,claims_core_system,2024-06-15T15:49:58.172480,2024-10-13T15:49:58.172480,claims_manager_001,claims_manager_001
CLM-000460,POL-000190,Salazar Inc,Workers Compensation,2025-09-04,Windstorm,Litigation,143878.24,62505.31,Initial review completed for Windstorm. Claim status is currently Litigation.,True,True,restricted,claims_core_system,2025-09-14T15:49:58.172480,2025-09-28T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000461,POL-000096,"Phillips, Davis and Velazquez",Workers Compensation,2025-04-08,Workers Compensation,Closed,237487.05,67524.19,Pending supervisor review due to complexity of Workers Compensation claim.,False,False,confidential,fnol_portal,2025-04-09T15:49:58.172480,2025-07-18T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000462,POL-000016,"Rice, Gibson and Dominguez",Umbrella,2025-05-28,Hail,Pending Documents,246154.98,2015.44,Initial review completed for Hail. Claim status is currently Pending Documents.,False,True,confidential,adjuster_workbench,2025-06-07T15:49:58.172480,2025-09-19T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000463,POL-000068,Wright-Smith,Umbrella,2024-11-05,Fire,Open,13546.49,11304.98,Additional documentation requested from insured regarding Fire.,False,False,confidential,adjuster_workbench,2024-11-07T15:49:58.172480,2025-02-02T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000464,POL-000041,Gallagher Group,General Liability,2025-03-25,Auto Liability,Denied,211007.44,127080.3,Claim file updated after inspection. Current status: Denied.,False,False,confidential,fnol_portal,2025-03-25T15:49:58.172480,2025-04-22T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000465,POL-000257,Rocha Ltd,Umbrella,2026-02-24,Windstorm,Litigation,393731.8,201072.79,Additional documentation requested from insured regarding Windstorm.,True,True,restricted,fnol_portal,2026-03-05T15:49:58.172480,2026-03-09T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000466,POL-000111,Sanchez-Young,General Liability,2026-04-01,Auto Liability,Litigation,12987.16,7910.7,Pending supervisor review due to complexity of Auto Liability claim.,False,True,internal,adjuster_workbench,2026-04-10T15:49:58.172480,2026-07-24T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000467,POL-000281,"Wilson, Garcia and Garcia",Workers Compensation,2025-05-08,Water Damage,Closed,296247.76,130864.97,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,confidential,fnol_portal,2025-05-17T15:49:58.172480,2025-07-15T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000468,POL-000013,Brown-Larson,Umbrella,2025-06-06,Auto Liability,Pending Documents,299283.76,56933.98,Claim file updated after inspection. Current status: Pending Documents.,False,False,confidential,adjuster_workbench,2025-06-15T15:49:58.172480,2025-09-07T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000469,POL-000073,Huynh Inc,Commercial Property,2024-04-22,Hail,Litigation,271101.35,12954.38,Initial review completed for Hail. Claim status is currently Litigation.,True,True,restricted,fnol_portal,2024-04-29T15:49:58.172480,2024-05-12T15:49:58.172480,claims_adjuster_002,claims_manager_001
